County_state,POP_2019,county,state,fips
"Pickens County, Georgia",32591,Pickens,Georgia,13227
"Pierce County, Georgia",19465,Pierce,Georgia,13229
"Pike County, Georgia",18962,Pike,Georgia,13231
"Polk County, Georgia",42613,Polk,Georgia,13233
"Pulaski County, Georgia",11137,Pulaski,Georgia,13235
"Putnam County, Georgia",22119,Putnam,Georgia,13237
"Quitman County, Georgia",2299,Quitman,Georgia,13239
"Rabun County, Georgia",17137,Rabun,Georgia,13241
"Randolph County, Georgia",6778,Randolph,Georgia,13243
"Richmond County, Georgia",202518,Richmond,Georgia,13245
"Rockdale County, Georgia",90896,Rockdale,Georgia,13247
"Schley County, Georgia",5257,Schley,Georgia,13249
"Screven County, Georgia",13966,Screven,Georgia,13251
"Seminole County, Georgia",8090,Seminole,Georgia,13253
"Spalding County, Georgia",66703,Spalding,Georgia,13255
"Stephens County, Georgia",25925,Stephens,Georgia,13257
"Stewart County, Georgia",6621,Stewart,Georgia,13259
"Sumter County, Georgia",29524,Sumter,Georgia,13261
"Talbot County, Georgia",6195,Talbot,Georgia,13263
"Taliaferro County, Georgia",1537,Taliaferro,Georgia,13265
"Tattnall County, Georgia",25286,Tattnall,Georgia,13267
"Taylor County, Georgia",8020,Taylor,Georgia,13269
"Telfair County, Georgia",15860,Telfair,Georgia,13271
"Terrell County, Georgia",8531,Terrell,Georgia,13273
"Thomas County, Georgia",44451,Thomas,Georgia,13275
"Tift County, Georgia",40644,Tift,Georgia,13277
"Toombs County, Georgia",26830,Toombs,Georgia,13279
"Towns County, Georgia",12037,Towns,Georgia,13281
"Treutlen County, Georgia",6901,Treutlen,Georgia,13283
"Troup County, Georgia",69922,Troup,Georgia,13285
"Turner County, Georgia",7985,Turner,Georgia,13287
"Twiggs County, Georgia",8120,Twiggs,Georgia,13289
"Union County, Georgia",24511,Union,Georgia,13291
"Upson County, Georgia",26320,Upson,Georgia,13293
"Walker County, Georgia",69761,Walker,Georgia,13295
"Walton County, Georgia",94593,Walton,Georgia,13297
"Ware County, Georgia",35734,Ware,Georgia,13299
"Warren County, Georgia",5254,Warren,Georgia,13301
"Washington County, Georgia",20374,Washington,Georgia,13303
"Wayne County, Georgia",29927,Wayne,Georgia,13305
"Webster County, Georgia",2607,Webster,Georgia,13307
"Wheeler County, Georgia",7855,Wheeler,Georgia,13309
"White County, Georgia",30798,White,Georgia,13311
"Whitfield County, Georgia",104628,Whitfield,Georgia,13313
"Wilcox County, Georgia",8635,Wilcox,Georgia,13315
"Wilkes County, Georgia",9777,Wilkes,Georgia,13317
"Wilkinson County, Georgia",8954,Wilkinson,Georgia,13319
"Worth County, Georgia",20247,Worth,Georgia,13321
"Hawaii County, Hawaii",201513,Hawaii,Hawaii,15001
"Honolulu County, Hawaii",974563,Honolulu,Hawaii,15003
"Kalawao County, Hawaii",86,Kalawao,Hawaii,15005
"Kauai County, Hawaii",72293,Kauai,Hawaii,15007
"Maui County, Hawaii",167417,Maui,Hawaii,15009
"Ada County, Idaho",481587,Ada,Idaho,16001
"Adams County, Idaho",4294,Adams,Idaho,16003
"Bannock County, Idaho",87808,Bannock,Idaho,16005
"Bear Lake County, Idaho",6125,Bear Lake,Idaho,16007
"Benewah County, Idaho",9298,Benewah,Idaho,16009
"Bingham County, Idaho",46811,Bingham,Idaho,16011
"Blaine County, Idaho",23021,Blaine,Idaho,16013
"Boise County, Idaho",7831,Boise,Idaho,16015
"Bonner County, Idaho",45739,Bonner,Idaho,16017
"Bonneville County, Idaho",119062,Bonneville,Idaho,16019
"Boundary County, Idaho",12245,Boundary,Idaho,16021
"Butte County, Idaho",2597,Butte,Idaho,16023
"Camas County, Idaho",1106,Camas,Idaho,16025
"Canyon County, Idaho",229849,Canyon,Idaho,16027
"Caribou County, Idaho",7155,Caribou,Idaho,16029
"Cassia County, Idaho",24030,Cassia,Idaho,16031
"Clark County, Idaho",845,Clark,Idaho,16033
"Clearwater County, Idaho",8756,Clearwater,Idaho,16035
"Custer County, Idaho",4315,Custer,Idaho,16037
"Elmore County, Idaho",27511,Elmore,Idaho,16039
"Franklin County, Idaho",13876,Franklin,Idaho,16041
"Fremont County, Idaho",13099,Fremont,Idaho,16043
"Gem County, Idaho",18112,Gem,Idaho,16045
"Gooding County, Idaho",15179,Gooding,Idaho,16047
"Idaho County, Idaho",16667,Idaho,Idaho,16049
"Jefferson County, Idaho",29871,Jefferson,Idaho,16051
"Jerome County, Idaho",24412,Jerome,Idaho,16053
"Kootenai County, Idaho",165697,Kootenai,Idaho,16055
"Latah County, Idaho",40108,Latah,Idaho,16057
"Lemhi County, Idaho",8027,Lemhi,Idaho,16059
"Lewis County, Idaho",3838,Lewis,Idaho,16061
"Lincoln County, Idaho",5366,Lincoln,Idaho,16063
"Madison County, Idaho",39907,Madison,Idaho,16065
"Minidoka County, Idaho",21039,Minidoka,Idaho,16067
"Nez Perce County, Idaho",40408,Nez Perce,Idaho,16069
"Oneida County, Idaho",4531,Oneida,Idaho,16071
"Owyhee County, Idaho",11823,Owyhee,Idaho,16073
"Payette County, Idaho",23951,Payette,Idaho,16075
"Power County, Idaho",7681,Power,Idaho,16077
"Shoshone County, Idaho",12882,Shoshone,Idaho,16079
"Teton County, Idaho",12142,Teton,Idaho,16081
"Twin Falls County, Idaho",86878,Twin Falls,Idaho,16083
"Valley County, Idaho",11392,Valley,Idaho,16085
"Washington County, Idaho",10194,Washington,Idaho,16087
"Adams County, Illinois",65435,Adams,Illinois,17001
"Alexander County, Illinois",5761,Alexander,Illinois,17003
"Bond County, Illinois",16426,Bond,Illinois,17005
"Boone County, Illinois",53544,Boone,Illinois,17007
"Brown County, Illinois",6578,Brown,Illinois,17009
"Bureau County, Illinois",32628,Bureau,Illinois,17011
"Calhoun County, Illinois",4739,Calhoun,Illinois,17013
"Carroll County, Illinois",14305,Carroll,Illinois,17015
"Cass County, Illinois",12147,Cass,Illinois,17017
"Champaign County, Illinois",209689,Champaign,Illinois,17019
"Christian County, Illinois",32304,Christian,Illinois,17021
"Clark County, Illinois",15441,Clark,Illinois,17023
"Clay County, Illinois",13184,Clay,Illinois,17025
"Clinton County, Illinois",37562,Clinton,Illinois,17027
"Coles County, Illinois",50621,Coles,Illinois,17029
"Cook County, Illinois",5150233,Cook,Illinois,17031
"Crawford County, Illinois",18667,Crawford,Illinois,17033
"Cumberland County, Illinois",10766,Cumberland,Illinois,17035
"DeKalb County, Illinois",104897,DeKalb,Illinois,17037
"De Witt County, Illinois",15638,De Witt,Illinois,17039
"Douglas County, Illinois",19465,Douglas,Illinois,17041
"DuPage County, Illinois",922921,DuPage,Illinois,17043
"Edgar County, Illinois",17161,Edgar,Illinois,17045
"Edwards County, Illinois",6395,Edwards,Illinois,17047
"Effingham County, Illinois",34008,Effingham,Illinois,17049
"Fayette County, Illinois",21336,Fayette,Illinois,17051
"Ford County, Illinois",12961,Ford,Illinois,17053
"Franklin County, Illinois",38469,Franklin,Illinois,17055
"Fulton County, Illinois",34340,Fulton,Illinois,17057
"Gallatin County, Illinois",4828,Gallatin,Illinois,17059
"Greene County, Illinois",12969,Greene,Illinois,17061
"Grundy County, Illinois",51054,Grundy,Illinois,17063
"Hamilton County, Illinois",8116,Hamilton,Illinois,17065
"Hancock County, Illinois",17708,Hancock,Illinois,17067
"Hardin County, Illinois",3821,Hardin,Illinois,17069
"Henderson County, Illinois",6646,Henderson,Illinois,17071
"Henry County, Illinois",48913,Henry,Illinois,17073
"Iroquois County, Illinois",27114,Iroquois,Illinois,17075
"Jackson County, Illinois",56750,Jackson,Illinois,17077
"Jasper County, Illinois",9610,Jasper,Illinois,17079
"Jefferson County, Illinois",37684,Jefferson,Illinois,17081
"Jersey County, Illinois",21773,Jersey,Illinois,17083
"Jo Daviess County, Illinois",21235,Jo Daviess,Illinois,17085
"Johnson County, Illinois",12417,Johnson,Illinois,17087
"Kane County, Illinois",532403,Kane,Illinois,17089
"Kankakee County, Illinois",109862,Kankakee,Illinois,17091
"Kendall County, Illinois",128990,Kendall,Illinois,17093
"Knox County, Illinois",49699,Knox,Illinois,17095
"Lake County, Illinois",696535,Lake,Illinois,17097
"LaSalle County, Illinois",108669,LaSalle,Illinois,17099
"Lawrence County, Illinois",15678,Lawrence,Illinois,17101
"Lee County, Illinois",34096,Lee,Illinois,17103
"Livingston County, Illinois",35648,Livingston,Illinois,17105
"Logan County, Illinois",28618,Logan,Illinois,17107
"McDonough County, Illinois",29682,McDonough,Illinois,17109
"McHenry County, Illinois",307774,McHenry,Illinois,17111
"McLean County, Illinois",171517,McLean,Illinois,17113
"Macon County, Illinois",104009,Macon,Illinois,17115
"Macoupin County, Illinois",44926,Macoupin,Illinois,17117
"Madison County, Illinois",262966,Madison,Illinois,17119
"Marion County, Illinois",37205,Marion,Illinois,17121
"Marshall County, Illinois",11438,Marshall,Illinois,17123
"Mason County, Illinois",13359,Mason,Illinois,17125
"Massac County, Illinois",13772,Massac,Illinois,17127
"Menard County, Illinois",12196,Menard,Illinois,17129
"Mercer County, Illinois",15437,Mercer,Illinois,17131
"Monroe County, Illinois",34637,Monroe,Illinois,17133
"Montgomery County, Illinois",28414,Montgomery,Illinois,17135
"Morgan County, Illinois",33658,Morgan,Illinois,17137
"Moultrie County, Illinois",14501,Moultrie,Illinois,17139
"Ogle County, Illinois",50643,Ogle,Illinois,17141
"Peoria County, Illinois",179179,Peoria,Illinois,17143
"Perry County, Illinois",20916,Perry,Illinois,17145
"Piatt County, Illinois",16344,Piatt,Illinois,17147
"Pike County, Illinois",15561,Pike,Illinois,17149
"Pope County, Illinois",4177,Pope,Illinois,17151
"Pulaski County, Illinois",5335,Pulaski,Illinois,17153
"Putnam County, Illinois",5739,Putnam,Illinois,17155
"Randolph County, Illinois",31782,Randolph,Illinois,17157
"Richland County, Illinois",15513,Richland,Illinois,17159
"Rock Island County, Illinois",141879,Rock Island,Illinois,17161
"St. Clair County, Illinois",259686,St Clair,Illinois,17163
"Saline County, Illinois",23491,Saline,Illinois,17165
"Sangamon County, Illinois",194672,Sangamon,Illinois,17167
"Schuyler County, Illinois",6768,Schuyler,Illinois,17169
"Scott County, Illinois",4951,Scott,Illinois,17171
"Shelby County, Illinois",21634,Shelby,Illinois,17173
"Stark County, Illinois",5342,Stark,Illinois,17175
"Stephenson County, Illinois",44498,Stephenson,Illinois,17177
"Tazewell County, Illinois",131803,Tazewell,Illinois,17179
"Union County, Illinois",16653,Union,Illinois,17181
"Vermilion County, Illinois",75758,Vermilion,Illinois,17183
"Wabash County, Illinois",11520,Wabash,Illinois,17185
"Warren County, Illinois",16844,Warren,Illinois,17187
"Washington County, Illinois",13887,Washington,Illinois,17189
"Wayne County, Illinois",16215,Wayne,Illinois,17191
"White County, Illinois",13537,White,Illinois,17193
"Whiteside County, Illinois",55175,Whiteside,Illinois,17195
"Will County, Illinois",690743,Will,Illinois,17197
"Williamson County, Illinois",66597,Williamson,Illinois,17199
"Winnebago County, Illinois",282572,Winnebago,Illinois,17201
"Woodford County, Illinois",38459,Woodford,Illinois,17203
"Adams County, Indiana",35777,Adams,Indiana,18001
"Allen County, Indiana",379299,Allen,Indiana,18003
"Bartholomew County, Indiana",83779,Bartholomew,Indiana,18005
"Benton County, Indiana",8748,Benton,Indiana,18007
"Blackford County, Indiana",11758,Blackford,Indiana,18009
"Boone County, Indiana",67843,Boone,Indiana,18011
"Brown County, Indiana",15092,Brown,Indiana,18013
"Carroll County, Indiana",20257,Carroll,Indiana,18015
"Cass County, Indiana",37689,Cass,Indiana,18017
"Clark County, Indiana",118302,Clark,Indiana,18019
"Clay County, Indiana",26225,Clay,Indiana,18021
"Clinton County, Indiana",32399,Clinton,Indiana,18023
"Crawford County, Indiana",10577,Crawford,Indiana,18025
"Daviess County, Indiana",33351,Daviess,Indiana,18027
"Dearborn County, Indiana",49458,Dearborn,Indiana,18029
"Decatur County, Indiana",26559,Decatur,Indiana,18031
"DeKalb County, Indiana",43475,DeKalb,Indiana,18033
"Delaware County, Indiana",114135,Delaware,Indiana,18035
"Dubois County, Indiana",42736,Dubois,Indiana,18037
"Elkhart County, Indiana",206341,Elkhart,Indiana,18039
"Fayette County, Indiana",23102,Fayette,Indiana,18041
"Floyd County, Indiana",78522,Floyd,Indiana,18043
"Fountain County, Indiana",16346,Fountain,Indiana,18045
"Franklin County, Indiana",22758,Franklin,Indiana,18047
"Fulton County, Indiana",19974,Fulton,Indiana,18049
"Gibson County, Indiana",33659,Gibson,Indiana,18051
"Grant County, Indiana",65769,Grant,Indiana,18053
"Greene County, Indiana",31922,Greene,Indiana,18055
"Hamilton County, Indiana",338011,Hamilton,Indiana,18057
"Hancock County, Indiana",78168,Hancock,Indiana,18059
"Harrison County, Indiana",40515,Harrison,Indiana,18061
"Hendricks County, Indiana",170311,Hendricks,Indiana,18063
"Henry County, Indiana",47972,Henry,Indiana,18065
"Howard County, Indiana",82544,Howard,Indiana,18067
"Huntington County, Indiana",36520,Huntington,Indiana,18069
"Jackson County, Indiana",44231,Jackson,Indiana,18071
"Jasper County, Indiana",33562,Jasper,Indiana,18073
"Jay County, Indiana",20436,Jay,Indiana,18075
"Jefferson County, Indiana",32308,Jefferson,Indiana,18077
"Jennings County, Indiana",27735,Jennings,Indiana,18079
"Johnson County, Indiana",158167,Johnson,Indiana,18081
"Knox County, Indiana",36594,Knox,Indiana,18083
"Kosciusko County, Indiana",79456,Kosciusko,Indiana,18085
"LaGrange County, Indiana",39614,LaGrange,Indiana,18087
"Lake County, Indiana",485493,Lake,Indiana,18089
"LaPorte County, Indiana",109888,LaPorte,Indiana,18091
"Lawrence County, Indiana",45370,Lawrence,Indiana,18093
"Madison County, Indiana",129569,Madison,Indiana,18095
"Marion County, Indiana",964582,Marion,Indiana,18097
"Marshall County, Indiana",46258,Marshall,Indiana,18099
"Martin County, Indiana",10255,Martin,Indiana,18101
"Miami County, Indiana",35516,Miami,Indiana,18103
"Monroe County, Indiana",148431,Monroe,Indiana,18105
"Montgomery County, Indiana",38338,Montgomery,Indiana,18107
"Morgan County, Indiana",70489,Morgan,Indiana,18109
"Newton County, Indiana",13984,Newton,Indiana,18111
"Noble County, Indiana",47744,Noble,Indiana,18113
"Ohio County, Indiana",5875,Ohio,Indiana,18115
"Orange County, Indiana",19646,Orange,Indiana,18117
"Owen County, Indiana",20799,Owen,Indiana,18119
"Parke County, Indiana",16937,Parke,Indiana,18121
"Perry County, Indiana",19169,Perry,Indiana,18123
"Pike County, Indiana",12389,Pike,Indiana,18125
"Porter County, Indiana",170389,Porter,Indiana,18127
"Posey County, Indiana",25427,Posey,Indiana,18129
"Pulaski County, Indiana",12353,Pulaski,Indiana,18131
"Putnam County, Indiana",37576,Putnam,Indiana,18133
"Randolph County, Indiana",24665,Randolph,Indiana,18135
"Ripley County, Indiana",28324,Ripley,Indiana,18137
"Rush County, Indiana",16581,Rush,Indiana,18139
"St. Joseph County, Indiana",271826,St Joseph,Indiana,18141
"Scott County, Indiana",23873,Scott,Indiana,18143
"Shelby County, Indiana",44729,Shelby,Indiana,18145
"Spencer County, Indiana",20277,Spencer,Indiana,18147
"Starke County, Indiana",22995,Starke,Indiana,18149
"Steuben County, Indiana",34594,Steuben,Indiana,18151
"Sullivan County, Indiana",20669,Sullivan,Indiana,18153
"Switzerland County, Indiana",10751,Switzerland,Indiana,18155
"Tippecanoe County, Indiana",195732,Tippecanoe,Indiana,18157
"Tipton County, Indiana",15148,Tipton,Indiana,18159
"Union County, Indiana",7054,Union,Indiana,18161
"Vanderburgh County, Indiana",181451,Vanderburgh,Indiana,18163
"Vermillion County, Indiana",15498,Vermillion,Indiana,18165
"Vigo County, Indiana",107038,Vigo,Indiana,18167
"Wabash County, Indiana",30996,Wabash,Indiana,18169
"Warren County, Indiana",8265,Warren,Indiana,18171
"Warrick County, Indiana",62998,Warrick,Indiana,18173
"Washington County, Indiana",28036,Washington,Indiana,18175
"Wayne County, Indiana",65884,Wayne,Indiana,18177
"Wells County, Indiana",28296,Wells,Indiana,18179
"White County, Indiana",24102,White,Indiana,18181
"Whitley County, Indiana",33964,Whitley,Indiana,18183
"Adair County, Iowa",7152,Adair,Iowa,19001
"Adams County, Iowa",3602,Adams,Iowa,19003
"Allamakee County, Iowa",13687,Allamakee,Iowa,19005
"Appanoose County, Iowa",12426,Appanoose,Iowa,19007
"Audubon County, Iowa",5496,Audubon,Iowa,19009
"Benton County, Iowa",25645,Benton,Iowa,19011
"Black Hawk County, Iowa",131228,Black Hawk,Iowa,19013
"Boone County, Iowa",26234,Boone,Iowa,19015
"Bremer County, Iowa",25062,Bremer,Iowa,19017
"Buchanan County, Iowa",21175,Buchanan,Iowa,19019
"Buena Vista County, Iowa",19620,Buena Vista,Iowa,19021
"Butler County, Iowa",14439,Butler,Iowa,19023
"Calhoun County, Iowa",9668,Calhoun,Iowa,19025
"Carroll County, Iowa",20165,Carroll,Iowa,19027
"Cass County, Iowa",12836,Cass,Iowa,19029
"Cedar County, Iowa",18627,Cedar,Iowa,19031
"Cerro Gordo County, Iowa",42450,Cerro Gordo,Iowa,19033
"Cherokee County, Iowa",11235,Cherokee,Iowa,19035
"Chickasaw County, Iowa",11933,Chickasaw,Iowa,19037
"Clarke County, Iowa",9395,Clarke,Iowa,19039
"Clay County, Iowa",16016,Clay,Iowa,19041
"Clayton County, Iowa",17549,Clayton,Iowa,19043
"Clinton County, Iowa",46429,Clinton,Iowa,19045
"Crawford County, Iowa",16820,Crawford,Iowa,19047
"Dallas County, Iowa",93453,Dallas,Iowa,19049
"Davis County, Iowa",9000,Davis,Iowa,19051
"Decatur County, Iowa",7870,Decatur,Iowa,19053
"Delaware County, Iowa",17011,Delaware,Iowa,19055
"Des Moines County, Iowa",38967,Des Moines,Iowa,19057
"Dickinson County, Iowa",17258,Dickinson,Iowa,19059
"Dubuque County, Iowa",97311,Dubuque,Iowa,19061
"Emmet County, Iowa",9208,Emmet,Iowa,19063
"Fayette County, Iowa",19650,Fayette,Iowa,19065
"Floyd County, Iowa",15642,Floyd,Iowa,19067
"Franklin County, Iowa",10070,Franklin,Iowa,19069
"Fremont County, Iowa",6960,Fremont,Iowa,19071
"Greene County, Iowa",8888,Greene,Iowa,19073
"Grundy County, Iowa",12232,Grundy,Iowa,19075
"Guthrie County, Iowa",10689,Guthrie,Iowa,19077
"Hamilton County, Iowa",14773,Hamilton,Iowa,19079
"Hancock County, Iowa",10630,Hancock,Iowa,19081
"Hardin County, Iowa",16846,Hardin,Iowa,19083
"Harrison County, Iowa",14049,Harrison,Iowa,19085
"Henry County, Iowa",19954,Henry,Iowa,19087
"Howard County, Iowa",9158,Howard,Iowa,19089
"Humboldt County, Iowa",9558,Humboldt,Iowa,19091
"Ida County, Iowa",6860,Ida,Iowa,19093
"Iowa County, Iowa",16184,Iowa,Iowa,19095
"Jackson County, Iowa",19439,Jackson,Iowa,19097
"Jasper County, Iowa",37185,Jasper,Iowa,19099
"Jefferson County, Iowa",18295,Jefferson,Iowa,19101
"Johnson County, Iowa",151140,Johnson,Iowa,19103
"Jones County, Iowa",20681,Jones,Iowa,19105
"Keokuk County, Iowa",10246,Keokuk,Iowa,19107
"Kossuth County, Iowa",14813,Kossuth,Iowa,19109
"Lee County, Iowa",33657,Lee,Iowa,19111
"Linn County, Iowa",226706,Linn,Iowa,19113
"Louisa County, Iowa",11035,Louisa,Iowa,19115
"Lucas County, Iowa",8600,Lucas,Iowa,19117
"Lyon County, Iowa",11755,Lyon,Iowa,19119
"Madison County, Iowa",16338,Madison,Iowa,19121
"Mahaska County, Iowa",22095,Mahaska,Iowa,19123
"Marion County, Iowa",33253,Marion,Iowa,19125
"Marshall County, Iowa",39369,Marshall,Iowa,19127
"Mills County, Iowa",15109,Mills,Iowa,19129
"Mitchell County, Iowa",10586,Mitchell,Iowa,19131
"Monona County, Iowa",8615,Monona,Iowa,19133
"Monroe County, Iowa",7707,Monroe,Iowa,19135
"Montgomery County, Iowa",9917,Montgomery,Iowa,19137
"Muscatine County, Iowa",42664,Muscatine,Iowa,19139
"O'Brien County, Iowa",13753,O'Brien,Iowa,19141
"Osceola County, Iowa",5958,Osceola,Iowa,19143
"Page County, Iowa",15107,Page,Iowa,19145
"Palo Alto County, Iowa",8886,Palo Alto,Iowa,19147
"Plymouth County, Iowa",25177,Plymouth,Iowa,19149
"Pocahontas County, Iowa",6619,Pocahontas,Iowa,19151
"Polk County, Iowa",490161,Polk,Iowa,19153
"Pottawattamie County, Iowa",93206,Pottawattamie,Iowa,19155
"Poweshiek County, Iowa",18504,Poweshiek,Iowa,19157
"Ringgold County, Iowa",4894,Ringgold,Iowa,19159
"Sac County, Iowa",9721,Sac,Iowa,19161
"Scott County, Iowa",172943,Scott,Iowa,19163
"Shelby County, Iowa",11454,Shelby,Iowa,19165
"Sioux County, Iowa",34855,Sioux,Iowa,19167
"Story County, Iowa",97117,Story,Iowa,19169
"Tama County, Iowa",16854,Tama,Iowa,19171
"Taylor County, Iowa",6121,Taylor,Iowa,19173
"Union County, Iowa",12241,Union,Iowa,19175
"Van Buren County, Iowa",7044,Van Buren,Iowa,19177
"Wapello County, Iowa",34969,Wapello,Iowa,19179
"Warren County, Iowa",51466,Warren,Iowa,19181
"Washington County, Iowa",21965,Washington,Iowa,19183
"Wayne County, Iowa",6441,Wayne,Iowa,19185
"Webster County, Iowa",35904,Webster,Iowa,19187
"Winnebago County, Iowa",10354,Winnebago,Iowa,19189
"Winneshiek County, Iowa",19991,Winneshiek,Iowa,19191
"Woodbury County, Iowa",103107,Woodbury,Iowa,19193
"Worth County, Iowa",7381,Worth,Iowa,19195
"Wright County, Iowa",12562,Wright,Iowa,19197
"Allen County, Kansas",12369,Allen,Kansas,20001
"Anderson County, Kansas",7858,Anderson,Kansas,20003
"Atchison County, Kansas",16073,Atchison,Kansas,20005
"Barber County, Kansas",4427,Barber,Kansas,20007
"Barton County, Kansas",25779,Barton,Kansas,20009
"Bourbon County, Kansas",14534,Bourbon,Kansas,20011
"Brown County, Kansas",9564,Brown,Kansas,20013
"Butler County, Kansas",66911,Butler,Kansas,20015
"Chase County, Kansas",2648,Chase,Kansas,20017
"Chautauqua County, Kansas",3250,Chautauqua,Kansas,20019
"Cherokee County, Kansas",19939,Cherokee,Kansas,20021
"Cheyenne County, Kansas",2657,Cheyenne,Kansas,20023
"Clark County, Kansas",1994,Clark,Kansas,20025
"Clay County, Kansas",8002,Clay,Kansas,20027
"Cloud County, Kansas",8786,Cloud,Kansas,20029
"Coffey County, Kansas",8179,Coffey,Kansas,20031
"Comanche County, Kansas",1700,Comanche,Kansas,20033
"Cowley County, Kansas",34908,Cowley,Kansas,20035
"Crawford County, Kansas",38818,Crawford,Kansas,20037
"Decatur County, Kansas",2827,Decatur,Kansas,20039
"Dickinson County, Kansas",18466,Dickinson,Kansas,20041
"Doniphan County, Kansas",7600,Doniphan,Kansas,20043
"Douglas County, Kansas",122259,Douglas,Kansas,20045
"Edwards County, Kansas",2798,Edwards,Kansas,20047
"Elk County, Kansas",2530,Elk,Kansas,20049
"Ellis County, Kansas",28553,Ellis,Kansas,20051
"Ellsworth County, Kansas",6102,Ellsworth,Kansas,20053
"Finney County, Kansas",36467,Finney,Kansas,20055
"Ford County, Kansas",33619,Ford,Kansas,20057
"Franklin County, Kansas",25544,Franklin,Kansas,20059
"Geary County, Kansas",31670,Geary,Kansas,20061
"Gove County, Kansas",2636,Gove,Kansas,20063
"Graham County, Kansas",2482,Graham,Kansas,20065
"Grant County, Kansas",7150,Grant,Kansas,20067
"Gray County, Kansas",5988,Gray,Kansas,20069
"Greeley County, Kansas",1232,Greeley,Kansas,20071
"Greenwood County, Kansas",5982,Greenwood,Kansas,20073
"Hamilton County, Kansas",2539,Hamilton,Kansas,20075
"Harper County, Kansas",5436,Harper,Kansas,20077
"Harvey County, Kansas",34429,Harvey,Kansas,20079
"Haskell County, Kansas",3968,Haskell,Kansas,20081
"Hodgeman County, Kansas",1794,Hodgeman,Kansas,20083
"Jackson County, Kansas",13171,Jackson,Kansas,20085
"Jefferson County, Kansas",19043,Jefferson,Kansas,20087
"Jewell County, Kansas",2879,Jewell,Kansas,20089
"Johnson County, Kansas",602401,Johnson,Kansas,20091
"Kearny County, Kansas",3838,Kearny,Kansas,20093
"Kingman County, Kansas",7152,Kingman,Kansas,20095
"Kiowa County, Kansas",2475,Kiowa,Kansas,20097
"Labette County, Kansas",19618,Labette,Kansas,20099
"Lane County, Kansas",1535,Lane,Kansas,20101
"Leavenworth County, Kansas",81758,Leavenworth,Kansas,20103
"Lincoln County, Kansas",2962,Lincoln,Kansas,20105
"Linn County, Kansas",9703,Linn,Kansas,20107
"Logan County, Kansas",2794,Logan,Kansas,20109
"Lyon County, Kansas",33195,Lyon,Kansas,20111
"McPherson County, Kansas",28542,McPherson,Kansas,20113
"Marion County, Kansas",11884,Marion,Kansas,20115
"Marshall County, Kansas",9707,Marshall,Kansas,20117
"Meade County, Kansas",4033,Meade,Kansas,20119
"Miami County, Kansas",34237,Miami,Kansas,20121
"Mitchell County, Kansas",5979,Mitchell,Kansas,20123
"Montgomery County, Kansas",31829,Montgomery,Kansas,20125
"Morris County, Kansas",5620,Morris,Kansas,20127
"Morton County, Kansas",2587,Morton,Kansas,20129
"Nemaha County, Kansas",10231,Nemaha,Kansas,20131
"Neosho County, Kansas",16007,Neosho,Kansas,20133
"Ness County, Kansas",2750,Ness,Kansas,20135
"Norton County, Kansas",5361,Norton,Kansas,20137
"Osage County, Kansas",15949,Osage,Kansas,20139
"Osborne County, Kansas",3421,Osborne,Kansas,20141
"Ottawa County, Kansas",5704,Ottawa,Kansas,20143
"Pawnee County, Kansas",6414,Pawnee,Kansas,20145
"Phillips County, Kansas",5234,Phillips,Kansas,20147
"Pottawatomie County, Kansas",24383,Pottawatomie,Kansas,20149
"Pratt County, Kansas",9164,Pratt,Kansas,20151
"Rawlins County, Kansas",2530,Rawlins,Kansas,20153
"Reno County, Kansas",61998,Reno,Kansas,20155
"Republic County, Kansas",4636,Republic,Kansas,20157
"Rice County, Kansas",9537,Rice,Kansas,20159
"Riley County, Kansas",74232,Riley,Kansas,20161
"Rooks County, Kansas",4920,Rooks,Kansas,20163
"Rush County, Kansas",3036,Rush,Kansas,20165
"Russell County, Kansas",6856,Russell,Kansas,20167
"Saline County, Kansas",54224,Saline,Kansas,20169
"Scott County, Kansas",4823,Scott,Kansas,20171
"Sedgwick County, Kansas",516042,Sedgwick,Kansas,20173
"Seward County, Kansas",21428,Seward,Kansas,20175
"Shawnee County, Kansas",176875,Shawnee,Kansas,20177
"Sheridan County, Kansas",2521,Sheridan,Kansas,20179
"Sherman County, Kansas",5917,Sherman,Kansas,20181
"Smith County, Kansas",3583,Smith,Kansas,20183
"Stafford County, Kansas",4156,Stafford,Kansas,20185
"Stanton County, Kansas",2006,Stanton,Kansas,20187
"Stevens County, Kansas",5485,Stevens,Kansas,20189
"Sumner County, Kansas",22836,Sumner,Kansas,20191
"Thomas County, Kansas",7777,Thomas,Kansas,20193
"Trego County, Kansas",2803,Trego,Kansas,20195
"Wabaunsee County, Kansas",6931,Wabaunsee,Kansas,20197
"Wallace County, Kansas",1518,Wallace,Kansas,20199
"Washington County, Kansas",5406,Washington,Kansas,20201
"Wichita County, Kansas",2119,Wichita,Kansas,20203
"Wilson County, Kansas",8525,Wilson,Kansas,20205
"Woodson County, Kansas",3138,Woodson,Kansas,20207
"Wyandotte County, Kansas",165429,Wyandotte,Kansas,20209
"Adair County, Kentucky",19202,Adair,Kentucky,21001
"Allen County, Kentucky",21315,Allen,Kentucky,21003
"Anderson County, Kentucky",22747,Anderson,Kentucky,21005
"Ballard County, Kentucky",7888,Ballard,Kentucky,21007
"Barren County, Kentucky",44249,Barren,Kentucky,21009
"Bath County, Kentucky",12500,Bath,Kentucky,21011
